reserva_cancelada,tempo_antecedencia,data_chegada,ano_chegada,mes_chegada,diadomes_chegada,nro_noites_fds,nro_noites_dds,adultos,criancas,bebes,alimentacao,país,segmento_mercado,cliente_recorrente,tipo_quarto,tipo_pgto,agencia_turismo,receita_por_noite,pedidos_especiais,status_reserva,data_status_reserva
0,1,12/10/2016,2016,10,12,0,1,1,0,0,BB,PRT,Direta,0,E,Sem pgto,NULL,55,0,Confirmada,13/10/2016
0,1,12/10/2016,2016,10,12,0,1,1,0,0,BB,PRT,Direta,0,E,Sem pgto,NULL,55,0,Confirmada,13/10/2016
0,1,12/10/2016,2016,10,12,0,1,1,0,0,BB,PRT,Direta,0,E,Sem pgto,NULL,55,0,Confirmada,13/10/2016
0,3,12/10/2016,2016,10,12,0,1,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,65,1,Confirmada,13/10/2016
0,11,12/10/2016,2016,10,12,0,1,2,0,0,BB,PRT,Direta,0,E,Sem pgto,250,85,1,Confirmada,13/10/2016
0,1,12/10/2016,2016,10,12,0,1,2,0,0,BB,ESP,Direta,0,E,Sem pgto,NULL,96,0,Confirmada,13/10/2016
0,0,12/10/2016,2016,10,12,0,1,2,0,0,BB,GBR,Direta,0,G,Sem pgto,NULL,130,0,Confirmada,13/10/2016
0,5,12/10/2016,2016,10,12,0,2,1,0,0,BB,PRT,Corporativo,1,A,Sem pgto,NULL,51,0,Confirmada,14/10/2016
0,1,12/10/2016,2016,10,12,0,2,2,0,0,BB,ESP,Direta,0,F,Sem pgto,NULL,100,1,Confirmada,14/10/2016
0,364,12/10/2016,2016,10,12,0,3,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,15/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,PRT,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,1,BB,PRT,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,72,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,DNK,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,72,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,PRT,Grupos,0,A,Sem pgto,NULL,"61,5",0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,3,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,101,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,3,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,103,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,69,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,0,4,2,0,0,BB,BEL,Grupos,0,A,Sem pgto,NULL,69,0,Confirmada,16/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,137,1,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,68,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,72,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,1,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,1,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,74,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,3,0,0,BB,GBR,Grupos,0,A,Sem pgto,223,101,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,72,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,86,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,68,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,86,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,72,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,PRT,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,FRA,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,"64,8",0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,13,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,72,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,68,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,1,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,2,0,0,BB,POL,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,1,4,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,17/10/2016
0,364,12/10/2016,2016,10,12,2,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,72,0,Confirmada,18/10/2016
0,364,12/10/2016,2016,10,12,2,4,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,18/10/2016
0,364,12/10/2016,2016,10,12,2,4,2,0,0,BB,BEL,Grupos,0,A,Sem pgto,NULL,66,2,Confirmada,18/10/2016
0,364,12/10/2016,2016,10,12,2,5,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,72,0,Confirmada,19/10/2016
0,364,12/10/2016,2016,10,12,2,5,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,19/10/2016
0,364,12/10/2016,2016,10,12,2,5,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,19/10/2016
0,364,12/10/2016,2016,10,12,2,6,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,NULL,60,0,Confirmada,20/10/2016
0,240,12/10/2016,2016,10,12,2,7,2,0,0,BB,GBR,Direta,0,F,Sem pgto,NULL,81,0,Confirmada,21/10/2016
1,149,13/10/2016,2016,10,13,0,2,2,0,0,BB,PRT,AT Online,0,F,Sem pgto,241,"246,02",1,Cancelada,25/08/2016
1,0,13/10/2016,2016,10,13,0,1,1,0,0,BB,NULL,Corporativo,0,A,Sem pgto,NULL,50,0,Cancelada,13/10/2016
0,33,13/10/2016,2016,10,13,0,1,1,0,0,BB,PRT,Corporativo,0,A,Sem pgto,NULL,40,0,Confirmada,14/10/2016
0,70,13/10/2016,2016,10,13,0,1,2,0,0,BB,DEU,AT Offline,0,F,Sem pgto,251,"88,3",0,Confirmada,14/10/2016
0,0,13/10/2016,2016,10,13,0,1,2,0,0,BB,CN,Direta,0,E,Sem pgto,NULL,96,0,Confirmada,14/10/2016
0,0,13/10/2016,2016,10,13,0,1,2,0,0,BB,CN,Direta,0,E,Sem pgto,NULL,90,0,Confirmada,14/10/2016
0,33,13/10/2016,2016,10,13,0,1,1,0,0,BB,PRT,Corporativo,0,A,Sem pgto,NULL,40,0,Confirmada,14/10/2016
0,0,13/10/2016,2016,10,13,0,1,2,0,0,BB,PRT,Corporativo,0,D,Sem pgto,NULL,75,0,Confirmada,14/10/2016
0,365,13/10/2016,2016,10,13,1,3,2,0,0,BB,NLD,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,365,13/10/2016,2016,10,13,1,3,2,0,0,BB,NLD,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,365,13/10/2016,2016,10,13,1,3,2,0,0,BB,BEL,Grupos,0,A,Sem pgto,NULL,66,1,Confirmada,17/10/2016
0,365,13/10/2016,2016,10,13,1,3,2,0,0,BB,BEL,Grupos,0,A,Sem pgto,NULL,72,1,Confirmada,17/10/2016
0,365,13/10/2016,2016,10,13,1,3,2,0,0,BB,NLD,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,365,13/10/2016,2016,10,13,1,3,2,0,0,BB,BEL,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,365,13/10/2016,2016,10,13,1,3,2,0,0,BB,NLD,Grupos,0,A,Sem pgto,NULL,68,0,Confirmada,17/10/2016
0,365,13/10/2016,2016,10,13,1,3,2,0,0,BB,NLD,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,17/10/2016
0,365,13/10/2016,2016,10,13,2,3,2,0,0,BB,NLD,Grupos,0,A,Sem pgto,NULL,72,0,Confirmada,18/10/2016
0,365,13/10/2016,2016,10,13,2,3,2,0,0,BB,BEL,Grupos,0,A,Sem pgto,NULL,66,0,Confirmada,18/10/2016
0,216,13/10/2016,2016,10,13,2,5,2,0,0,BB,GBR,AT Offline,0,D,Sem pgto,243,"46,75",1,Confirmada,20/10/2016
0,216,13/10/2016,2016,10,13,2,5,2,0,0,BB,GBR,AT Offline,0,D,Sem pgto,243,"46,75",2,Confirmada,20/10/2016
0,216,13/10/2016,2016,10,13,4,10,2,0,0,BB,GBR,AT Offline,0,D,Sem pgto,243,"48,75",0,Confirmada,27/10/2016
0,216,13/10/2016,2016,10,13,4,10,2,0,0,HB,GBR,AT Offline,0,A,Sem pgto,243,"63,4",0,Confirmada,27/10/2016
1,435,14/10/2016,2016,10,14,2,6,2,0,0,HB,PRT,AT Offline,0,A,Sem pgto,2,"63,4",0,Cancelada,25/05/2016
1,249,14/10/2016,2016,10,14,2,5,2,0,0,HB,PRT,Grupos,0,A,Sem pgto,273,"60,36",0,Cancelada,29/09/2016
1,342,14/10/2016,2016,10,14,2,5,2,0,0,HB,PRT,Grupos,0,E,Sem pgto,273,"78,81",0,Cancelada,12/10/2016
0,270,14/10/2016,2016,10,14,1,2,2,0,0,BB,GBR,AT Online,0,E,Sem pgto,240,"93,33",2,Confirmada,17/10/2016
0,270,14/10/2016,2016,10,14,1,2,2,0,0,BB,GBR,AT Online,0,E,Sem pgto,240,"95,33",2,Confirmada,17/10/2016
0,270,14/10/2016,2016,10,14,1,2,2,0,0,BB,GBR,AT Online,0,E,Sem pgto,240,"93,33",2,Confirmada,17/10/2016
0,342,14/10/2016,2016,10,14,2,5,1,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,"71,56",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,1,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,"71,56",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,2,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,"80,81",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,2,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,"80,81",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,2,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,"80,81",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,2,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,"80,81",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,2,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,"80,81",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,1,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,"71,56",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,273,"44,36",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,2,0,0,BB,GBR,Grupos,0,D,Sem pgto,273,"71,36",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,2,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,"80,81",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,1,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,"71,56",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,273,"46,36",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,2,0,0,BB,BRA,Grupos,0,E,Sem pgto,273,"80,81",0,Confirmada,21/10/2016
0,342,14/10/2016,2016,10,14,2,5,1,0,0,BB,GBR,Grupos,0,E,Sem pgto,273,0,0,Confirmada,21/10/2016
0,249,14/10/2016,2016,10,14,2,5,2,0,0,BB,GBR,Grupos,0,A,Sem pgto,273,"60,36",0,Confirmada,21/10/2016
0,249,14/10/2016,2016,10,14,2,5,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,273,"44,36",0,Confirmada,21/10/2016
0,259,14/10/2016,2016,10,14,2,5,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,273,"47,79",0,Confirmada,21/10/2016
0,259,14/10/2016,2016,10,14,2,5,1,0,0,BB,GBR,Grupos,0,A,Sem pgto,273,"46,36",0,Confirmada,21/10/2016
1,198,15/10/2016,2016,10,15,2,5,2,2,0,BB,AUT,AT Online,0,G,Sem pgto,240,"124,14",0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,0,0,BB,AUT,AT Online,0,D,Sem pgto,240,68,0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,0,0,BB,AUT,AT Online,0,D,Sem pgto,240,68,0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,0,0,BB,AUT,AT Online,0,D,Sem pgto,240,68,0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,2,0,BB,AUT,AT Online,0,G,Sem pgto,240,"124,14",0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,2,0,BB,AUT,AT Online,0,G,Sem pgto,240,"124,14",0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,2,0,BB,AUT,AT Online,0,G,Sem pgto,240,"124,14",0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,2,0,BB,AUT,AT Online,0,G,Sem pgto,240,"124,14",0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,0,0,BB,AUT,AT Online,0,D,Sem pgto,240,68,0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,0,0,BB,AUT,AT Online,0,D,Sem pgto,240,68,0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,0,0,BB,AUT,AT Online,0,A,Sem pgto,240,"60,83",0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,0,0,BB,AUT,AT Online,0,D,Sem pgto,240,68,0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,0,0,BB,AUT,AT Online,0,D,Sem pgto,240,68,0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,0,0,BB,AUT,AT Online,0,D,Sem pgto,240,68,0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,0,0,BB,AUT,AT Online,0,A,Sem pgto,240,"60,83",0,Cancelada,02/08/2016
1,198,15/10/2016,2016,10,15,2,5,2,2,0,BB,AUT,AT Online,0,G,Sem pgto,240,"124,14",0,Cancelada,02/08/2016
1,27,15/10/2016,2016,10,15,2,5,2,2,0,BB,IRL,AT Online,0,G,Sem pgto,240,"140,71",0,Cancelada,19/09/2016
1,27,15/10/2016,2016,10,15,2,5,3,1,0,BB,IRL,AT Online,0,H,Sem pgto,240,"145,71",0,Cancelada,19/09/2016
1,115,15/10/2016,2016,10,15,0,1,2,0,0,BB,PRT,Grupos,0,A,Sem pgto,273,"41,85",0,Cancelada,20/09/2016
1,375,15/10/2016,2016,10,15,4,10,2,0,0,HB,PRT,AT Offline,0,A,Sem pgto,143,"59,5",0,Cancelada,20/09/2016
1,18,15/10/2016,2016,10,15,1,1,2,2,0,HB,ESP,AT Online,0,G,Sem pgto,240,178,0,Cancelada,27/09/2016
1,24,15/10/2016,2016,10,15,0,1,2,0,0,BB,ESP,Direta,0,G,Sem pgto,250,141,1,Cancelada,03/10/2016
1,24,15/10/2016,2016,10,15,0,1,2,0,0,BB,ESP,Direta,0,G,Sem pgto,250,135,1,Cancelada,03/10/2016
0,0,15/10/2016,2016,10,15,0,0,2,0,0,BB,USA,Direta,1,D,Sem pgto,NULL,0,0,Confirmada,15/10/2016
0,0,15/10/2016,2016,10,15,0,1,2,0,0,BB,GBR,Direta,0,D,Sem pgto,NULL,85,0,Confirmada,16/10/2016
0,5,15/10/2016,2016,10,15,1,1,2,0,0,BB,PRT,Direta,0,H,Sem pgto,NULL,135,1,Confirmada,17/10/2016
0,2,15/10/2016,2016,10,15,1,1,2,0,0,BB,PRT,Direta,0,D,Sem pgto,250,"67,5",0,Confirmada,17/10/2016
0,29,15/10/2016,2016,10,15,2,1,2,0,0,BB,CHE,AT Offline,0,A,Sem pgto,6,42,0,Confirmada,18/10/2016
0,3,15/10/2016,2016,10,15,2,1,2,0,0,BB,USA,AT Online,0,D,Sem pgto,240,90,2,Confirmada,18/10/2016
0,30,15/10/2016,2016,10,15,2,2,2,0,0,BB,ESP,AT Offline,0,A,Sem pgto,6,42,0,Confirmada,19/10/2016
0,1,15/10/2016,2016,10,15,2,5,2,0,0,HB,AUT,Grupos,0,E,Sem pgto,NULL,"54,43",1,Confirmada,22/10/2016
0,61,15/10/2016,2016,10,15,2,5,2,2,0,BB,GBR,AT Online,0,G,Sem pgto,240,121,0,Confirmada,22/10/2016
0,30,15/10/2016,2016,10,15,2,5,2,2,0,BB,FIN,AT Online,0,G,Sem pgto,240,"146,71",0,Confirmada,22/10/2016
1,247,16/10/2016,2016,10,16,2,5,2,0,0,HB,PRT,AT Online,0,E,Sem pgto,242,120,0,Cancelada,16/02/2016
1,247,16/10/2016,2016,10,16,2,5,3,0,0,HB,PRT,AT Online,0,E,Sem pgto,242,"141,7",1,Cancelada,16/02/2016
1,244,16/10/2016,2016,10,16,2,5,2,0,0,HB,PRT,AT Online,0,E,Sem pgto,240,120,1,Cancelada,16/02/2016
1,247,16/10/2016,2016,10,16,2,5,2,0,0,HB,PRT,AT Online,0,E,Sem pgto,242,120,2,Cancelada,16/02/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,181,16/10/2016,2016,10,16,2,1,2,0,0,BB,PRT,Grupos,0,A,Pgto não reembolsável,11,37,0,Cancelada,18/07/2016
1,142,16/10/2016,2016,10,16,2,5,3,0,0,BB,PRT,Direta,0,F,Sem pgto,NULL,"93,15",0,Cancelada,29/07/2016
1,47,16/10/2016,2016,10,16,2,3,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,75,1,Cancelada,05/09/2016
1,30,16/10/2016,2016,10,16,2,3,2,0,0,BB,DEU,AT Online,0,A,Sem pgto,240,65,1,Cancelada,17/09/2016
1,27,16/10/2016,2016,10,16,2,0,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,184,57,0,Cancelada,20/09/2016
1,47,16/10/2016,2016,10,16,2,4,2,2,0,HB,GBR,AT Online,0,G,Sem pgto,240,193,0,Cancelada,20/09/2016
